budget,popularity,runtime,size_of_cast,number_of_spoken_languages,num_production_companies,genre_Count,release_year
14000000,5.113573,149.0,36.0,1.0,2.0,2,2011
4000000,7.274237,115.0,7.0,1.0,3.0,3,2008
135000000,11.72545,134.0,8.0,1.0,3.0,1,2006
200000000,20.818907,109.0,16.0,1.0,2.0,2,2003
2700000,0.677253,117.0,21.0,2.0,3.0,3,1994
48000000,8.338222,147.0,19.0,2.0,5.0,3,2000
2000000,1.188935,89.0,30.0,1.0,4.0,3,2003
120000000,14.072511,142.0,8.0,2.0,3.0,1,2002
500000,2.317528,88.0,49.0,1.0,7.0,3,2007
4000000,5.681582,111.0,11.0,2.0,1.0,2,1986
1500000,8.708789,86.0,9.0,1.0,2.0,1,2007
19000000,2.824367,188.0,26.0,1.0,1.0,1,1964
6000000,4.619068,105.0,17.0,1.0,2.0,5,1990
50000000,9.645801,120.0,18.0,2.0,1.0,4,2002
70000000,8.919469,116.0,19.0,2.0,1.0,2,1999
6500000,0.877477,102.0,28.0,1.0,3.0,5,2011
1250000,12.74564,129.0,12.0,1.0,4.0,3,1972
3000000,8.733192,97.0,24.0,1.0,3.0,2,1988
60000000,7.094624,101.0,25.0,1.0,3.0,3,2008
30000000,11.552956,109.0,31.0,1.0,3.0,4,2005
200000000,13.67812,106.0,11.0,2.0,2.0,2,2008
130000000,12.204174,105.0,29.0,1.0,2.0,1,2014
15000000,9.747452,89.0,15.0,1.0,2.0,1,2009
9000000,1.494688,97.0,10.0,1.0,3.0,4,2005
1500000,6.939994,97.0,14.0,2.0,1.0,3,1989
4000000,3.92107,103.0,9.0,1.0,2.0,2,2008
17000000,12.494394,170.0,1.0,1.0,3.0,1,1964
3230939,1.937874,162.0,1.0,2.0,2.0,1,2009
14000000,12.243528,97.0,17.0,3.0,4.0,4,2000
9000000,9.51953,104.0,30.0,2.0,1.0,4,2016
16000000,6.493474,91.0,16.0,1.0,1.0,4,2007
170000000,21.259,125.0,27.0,1.0,5.0,2,2010
1549000,4.331811,107.0,14.0,4.0,3.0,2,2005
12000000,8.960713,93.0,15.0,2.0,1.0,1,2012
6500000,2.12989,104.0,12.0,1.0,1.0,2,1981
170000000,18.717704,136.0,8.0,1.0,2.0,2,2014
50000000,9.35239,101.0,34.0,1.0,4.0,2,2005
3700000,13.505066,98.0,44.0,1.0,4.0,3,2006
19000000,14.9837,96.0,14.0,1.0,2.0,2,2016
125000000,33.704935,110.0,21.0,1.0,4.0,2,2017
108000000,25.62993,141.0,17.0,1.0,5.0,1,2015
10000000,7.873018,137.0,10.0,1.0,1.0,2,1970
8000000,2.404818,115.0,18.0,4.0,7.0,3,1991
37000000,16.414239,108.0,27.0,1.0,1.0,2,1989
17000000,6.815147,171.0,19.0,1.0,4.0,3,1988
80000000,13.666488,90.0,29.0,3.0,4.0,2,2003
5000000,3.007842,98.0,18.0,3.0,3.0,2,2003
19800000,11.313659,103.0,37.0,1.0,1.0,5,2014
8000000,3.851653,112.0,16.0,1.0,2.0,3,2014
40000000,16.478036,138.0,23.0,2.0,1.0,3,2013
210000000,0.867943,104.0,35.0,1.0,3.0,3,2006
30000000,7.857666,115.0,21.0,1.0,7.0,1,2013
12000000,5.799628,119.0,20.0,1.0,3.0,3,2003
15000000,11.440948,100.0,9.0,1.0,5.0,3,2011
7000000,4.955317,103.0,30.0,1.0,1.0,2,2015
2300000,2.01799,107.0,9.0,1.0,3.0,3,1951
20000000,11.069679,133.0,15.0,1.0,1.0,1,2008
5000000,0.889745,110.0,110.0,1.0,4.0,2,1987
15000000,9.288013,99.0,34.0,1.0,3.0,4,2009
700000,8.407369,94.0,16.0,5.0,6.0,3,1958
35000000,8.33756,123.0,42.0,1.0,3.0,3,2008
7000000,7.523098,93.0,15.0,3.0,3.0,1,2005
105000000,13.99377,109.0,47.0,1.0,2.0,2,2008
80000000,11.35779,110.0,15.0,2.0,1.0,1,2008
3000000,0.702712,99.0,13.0,1.0,3.0,3,2010
48000000,6.74468,101.0,51.0,1.0,6.0,3,2010
30000000,12.840798,131.0,16.0,1.0,2.0,2,1985
180000000,11.481379,113.0,10.0,3.0,6.0,2,2007
6500000,4.136105,96.0,15.0,1.0,5.0,3,2004
56000000,5.374563,214.0,10.0,2.0,8.0,2,2003
12000000,16.415498,154.0,28.0,1.0,4.0,2,1997
12000000,9.363482,106.0,14.0,1.0,1.0,2,2015
5000000,8.898523,84.0,7.0,1.0,2.0,1,2014
31115000,8.591238,248.0,8.0,1.0,1.0,2,1963
65000000,9.170332,145.0,18.0,1.0,1.0,3,2008
28000000,9.765123,127.0,9.0,2.0,1.0,2,1981
26400000,4.330396,155.0,19.0,3.0,4.0,3,2010
25000000,11.872997,93.0,15.0,1.0,5.0,1,2006
28000000,8.808328,137.0,20.0,1.0,1.0,1,2013
65000000,13.268484,159.0,15.0,1.0,1.0,1,1999
175000000,9.156877,96.0,15.0,1.0,3.0,3,2007
83000000,6.053595,90.0,8.0,1.0,2.0,1,2000
40000000,10.395472,117.0,19.0,1.0,3.0,1,2014
28000000,13.162168,123.0,9.0,1.0,2.0,2,1998
10000000,5.402262,105.0,12.0,2.0,6.0,4,1991
20000000,12.392754,115.0,17.0,1.0,4.0,3,2008
1500000,6.241185,101.0,27.0,1.0,2.0,4,1984
30000000,5.188399,106.0,18.0,2.0,4.0,3,1995
1000000,2.392367,78.0,31.0,1.0,2.0,3,2006
40000000,7.15606,98.0,15.0,1.0,2.0,4,2004
1500000,4.173231,111.0,12.0,1.0,1.0,2,2005
25000000,1.862215,117.0,19.0,1.0,4.0,3,2009
5000000,8.966129,92.0,9.0,1.0,1.0,2,2016
35000000,10.08043,100.0,7.0,1.0,1.0,2,2008
6500000,9.3806,105.0,21.0,1.0,2.0,2,1980
40000000,12.330249,138.0,24.0,1.0,2.0,3,1992
855000,1.121417,96.0,15.0,2.0,4.0,2,1943
42000000,14.007329,104.0,14.0,1.0,4.0,1,1990
4000000,0.737602,90.0,13.0,1.0,3.0,2,1995
500000,1.946823,87.0,8.0,2.0,1.0,6,2012
24000000,9.526781,126.0,17.0,1.0,4.0,3,1999
28000000,8.318954,114.0,15.0,3.0,2.0,4,1988
9000000,15.236541,111.0,46.0,1.0,6.0,3,1985
58000000,9.508061,127.0,17.0,1.0,1.0,4,1984
85000000,8.338675,115.0,12.0,1.0,3.0,3,2012
8500000,6.911759,90.0,17.0,1.0,1.0,3,2014
9000000,0.941383,100.0,16.0,2.0,2.0,4,1984
120000000,3.918287,126.0,13.0,1.0,2.0,4,2013
5952000,7.945039,87.0,12.0,1.0,2.0,3,1983
2300000,4.806374,100.0,58.0,3.0,2.0,2,1979
2000000,0.74156,207.0,12.0,2.0,2.0,2,2011
80000000,10.385757,114.0,19.0,1.0,3.0,1,2016
10000000,1.192891,85.0,12.0,1.0,2.0,5,2009
40000000,9.800232,117.0,10.0,2.0,1.0,3,2000
11715578,6.004257,108.0,15.0,1.0,5.0,2,2008
10000000,5.872794,83.0,16.0,2.0,3.0,2,2011
54000000,10.301621,127.0,5.0,2.0,3.0,2,1980
70000000,9.756289,104.0,10.0,1.0,3.0,2,2008
1379375,2.214179,108.0,3.0,1.0,1.0,2,2015
40000000,11.690781,140.0,22.0,1.0,7.0,3,2010
10000000,5.611184,104.0,24.0,1.0,3.0,2,1988
1900000,2.004745,123.0,14.0,3.0,3.0,4,2005
5000000,6.199806,88.0,12.0,1.0,2.0,2,1988
37000000,3.742824,118.0,25.0,4.0,2.0,4,1997
4000000,0.372987,160.0,15.0,1.0,3.0,2,2011
67000000,11.845918,101.0,19.0,1.0,1.0,4,1996
65000000,13.257467,120.0,6.0,1.0,3.0,3,2015
50000000,18.022579,144.0,16.0,1.0,2.0,3,2016
19000000,4.347079,105.0,15.0,2.0,3.0,3,1997
60000000,13.469862,100.0,16.0,1.0,2.0,2,2003
27000000,12.851984,100.0,45.0,1.0,2.0,3,1998
10000000,10.414363,90.0,10.0,3.0,2.0,4,2001
35000000,13.495247,93.0,105.0,1.0,5.0,1,1998
80000000,5.228837,99.0,16.0,1.0,3.0,2,2007
4000000,2.148655,90.0,18.0,1.0,3.0,2,2002
1114000,2.886254,99.0,10.0,1.0,2.0,3,1933
5000000,0.191539,113.0,61.0,1.0,3.0,3,2002
5000000,0.011574,83.0,7.0,1.0,1.0,3,1989
30000000,12.308007,107.0,14.0,2.0,2.0,2,1989
45000000,10.869056,83.0,20.0,1.0,3.0,3,2001
100000000,16.382422,180.0,13.0,1.0,1.0,1,2013
40000000,6.715263,110.0,13.0,1.0,1.0,1,2010
25000000,51.645403,142.0,13.0,1.0,2.0,2,1994
15000000,7.06378,106.0,9.0,2.0,3.0,1,2012
170000000,53.291601,121.0,16.0,1.0,5.0,1,2014
35000000,7.102076,91.0,25.0,1.0,2.0,3,2007
42000000,10.528173,102.0,12.0,1.0,2.0,2,2012
20000000,10.044642,96.0,11.0,1.0,2.0,3,2009
3196621,6.704659,116.0,16.0,1.0,1.0,2,2015
1000000,7.314536,95.0,9.0,2.0,2.0,3,1985
440141,0.815203,160.0,6.0,1.0,4.0,4,2007
18000000,8.868558,129.0,5.0,1.0,2.0,2,1980
13000000,14.310479,84.0,29.0,3.0,8.0,1,1990
1200000,8.699428,100.0,11.0,2.0,3.0,3,1975
2000000,0.632261,106.0,27.0,1.0,4.0,1,1938
32000000,5.575992,123.0,12.0,2.0,2.0,2,1996
207000000,19.761164,187.0,24.0,1.0,2.0,2,2005
52000000,18.761467,140.0,15.0,2.0,1.0,5,1995
120000,0.485424,130.0,20.0,2.0,1.0,5,2012
15000000,11.672701,126.0,22.0,1.0,4.0,6,1987
25000000,4.439325,102.0,7.0,1.0,5.0,2,2002
60000000,0.452934,97.0,15.0,1.0,1.0,2,2010
8000000,12.357072,97.0,15.0,1.0,4.0,2,2009
130000000,19.201504,107.0,24.0,1.0,5.0,3,2011
75000000,11.34706,138.0,7.0,1.0,2.0,1,2002
2627000,0.662665,120.0,48.0,4.0,2.0,4,1944
8000000,6.167646,104.0,10.0,4.0,1.0,3,2011
53000000,11.911173,94.0,17.0,1.0,1.0,3,1997
4000000,11.457298,93.0,10.0,1.0,1.0,2,1979
40000000,5.361771,111.0,11.0,1.0,5.0,2,2015
134000,5.110716,73.0,52.0,3.0,6.0,4,1942
18000000,8.435642,126.0,1.0,1.0,1.0,3,2007
40000000,11.100597,119.0,13.0,1.0,1.0,5,2005
105000000,10.640864,105.0,22.0,3.0,2.0,2,2013
28000000,10.850442,128.0,10.0,4.0,2.0,2,2013
35000000,7.85217,101.0,11.0,4.0,3.0,3,2008
40000000,9.738371,116.0,14.0,1.0,5.0,1,2000
75000000,20.40426,108.0,13.0,3.0,2.0,3,2004
25000000,6.636514,100.0,60.0,4.0,1.0,3,2014
44000000,14.526049,112.0,16.0,1.0,2.0,3,2014
2000000,5.958138,154.0,21.0,1.0,4.0,3,2000
40000000,8.695893,87.0,66.0,3.0,8.0,2,2009
2000000,2.894009,87.0,23.0,1.0,4.0,4,1984
7500000,6.11959,97.0,28.0,1.0,5.0,3,2005
25000000,10.653446,98.0,20.0,1.0,5.0,1,1989
50000000,6.506572,121.0,41.0,1.0,3.0,1,2006
1000000,0.594488,112.0,24.0,2.0,3.0,3,2007
2900000,7.202832,86.0,16.0,1.0,5.0,3,2013
17000000,7.290872,113.0,4.0,1.0,3.0,0,1987
29000000,8.843365,102.0,15.0,3.0,3.0,2,2003
11000000,5.304376,107.0,23.0,1.0,5.0,2,1989
2000000,2.186683,96.0,7.0,1.0,1.0,2,2002
6000000,5.648114,97.0,19.0,1.0,3.0,4,1986
15000000,9.117934,121.0,54.0,1.0,1.0,2,2005
5000000,8.698043,104.0,26.0,1.0,2.0,3,2013
1243000,3.803268,106.0,6.0,1.0,3.0,1,1948
50000000,12.280827,101.0,61.0,2.0,2.0,2,2001
10000000,1.145806,98.0,30.0,1.0,4.0,4,1993
40000000,5.446745,91.0,58.0,2.0,7.0,2,2012
67000000,8.920545,102.0,23.0,1.0,3.0,3,2007
140000000,47.326665,143.0,27.0,1.0,3.0,5,2003
120000,5.648187,97.0,8.0,2.0,3.0,5,1964
550000,12.146747,95.0,30.0,2.0,3.0,5,1980
13500000,8.995603,124.0,24.0,1.0,1.0,2,2013
134005,2.003832,104.0,19.0,1.0,1.0,2,2011
9900000,25.869883,88.0,22.0,1.0,3.0,3,2016
15000000,11.247957,86.0,55.0,1.0,8.0,1,1994
8000000,5.284805,91.0,32.0,1.0,3.0,3,2006
531374,7.970462,96.0,15.0,1.0,3.0,4,1939
8000000,4.518646,99.0,13.0,3.0,1.0,2,2007
50000000,16.15818,110.0,15.0,1.0,2.0,3,2005
5000000,8.591834,121.0,36.0,4.0,2.0,2,1985
3000000,1.036233,157.0,18.0,1.0,1.0,4,2010
135000000,12.130127,128.0,23.0,1.0,1.0,3,1999
9000000,6.842274,119.0,16.0,3.0,5.0,1,1976
15000000,6.777326,97.0,43.0,1.0,7.0,1,2012
100000000,6.919314,115.0,33.0,2.0,3.0,3,1996
31000000,6.49968,117.0,35.0,1.0,3.0,3,1996
21000000,14.074906,117.0,17.0,1.0,2.0,1,2002
12000000,11.110376,197.0,15.0,1.0,1.0,3,1960
70000000,10.978188,120.0,4.0,1.0,2.0,2,2013
10000000,6.589304,105.0,12.0,1.0,4.0,4,2005
33000000,12.237571,98.0,44.0,1.0,2.0,1,2016
160000000,11.268531,121.0,29.0,1.0,2.0,2,1997
200000000,185.330992,137.0,0.0,2.0,3.0,3,2017
60000000,8.142251,87.0,23.0,1.0,4.0,3,2001
7000000,11.370288,164.0,10.0,1.0,3.0,6,1988
20000000,14.27281,86.0,11.0,2.0,1.0,4,2013
27000000,10.956665,101.0,30.0,1.0,1.0,3,2002
24000000,13.765241,89.0,26.0,1.0,3.0,5,2007
42000000,5.510805,100.0,8.0,2.0,1.0,4,2010
160000000,12.643312,132.0,29.0,2.0,5.0,4,2004
380000000,27.88772,136.0,18.0,1.0,5.0,5,2011
25000000,6.036408,113.0,27.0,1.0,5.0,3,2009
1700000,12.843375,88.0,15.0,1.0,2.0,2,1972
60000000,8.581558,113.0,31.0,1.0,2.0,3,2013
30000000,19.511221,121.0,39.0,1.0,3.0,2,2015
2000000,10.650752,128.0,16.0,3.0,5.0,3,1960
5000000,5.874458,88.0,21.0,2.0,2.0,4,2013
8000000,9.631158,90.0,21.0,1.0,2.0,4,1988
3200000,11.504558,136.0,23.0,5.0,3.0,2,1968
40000000,7.622875,99.0,26.0,1.0,2.0,2,2006
5000000,0.414793,0.0,34.0,1.0,6.0,3,2006
27000000,7.436001,80.0,23.0,2.0,3.0,0,1994
10000000,4.468247,84.0,23.0,2.0,3.0,0,2007
3000000,0.878255,99.0,23.0,2.0,3.0,0,2008
14000000,9.071127,100.0,23.0,2.0,3.0,0,1995
68000000,7.694847,136.0,23.0,2.0,3.0,0,2003
8000000,15.206957,89.0,23.0,2.0,3.0,0,1986
50000000,6.936677,119.0,23.0,2.0,3.0,0,2004
3500159,6.262677,112.0,23.0,2.0,3.0,0,2002
11000000,11.333125,106.0,23.0,2.0,3.0,0,1984
600000,6.854576,95.0,23.0,2.0,3.0,0,1994
60000000,12.975936,124.0,23.0,2.0,3.0,0,2015
14000000,14.443362,108.0,23.0,2.0,3.0,0,2014
50000000,15.874491,107.0,23.0,2.0,3.0,0,1996
103000000,25.085639,100.0,23.0,2.0,3.0,0,2013
658000,9.072006,90.0,23.0,2.0,3.0,0,1953
4000000,11.223033,118.0,23.0,2.0,3.0,0,2015
2500000,0.46335,100.0,23.0,2.0,3.0,0,2007
24000000,12.596956,119.0,23.0,2.0,3.0,0,1986
22000000,7.106954,106.0,23.0,2.0,3.0,0,1987
5300000,5.94395,122.0,23.0,2.0,3.0,0,2002
12000000,6.631356,93.0,23.0,2.0,3.0,0,2002
20000000,6.372278,124.0,23.0,2.0,3.0,0,2003
72000000,9.807552,131.0,23.0,2.0,3.0,0,2001
25000000,12.602438,138.0,23.0,2.0,3.0,0,2003
70000000,14.116474,125.0,23.0,2.0,3.0,0,2002
13000000,10.098539,107.0,23.0,2.0,3.0,0,2013
47000000,11.618792,154.0,23.0,2.0,3.0,0,1992
10000000,7.807741,89.0,23.0,2.0,3.0,0,1999
5000000,3.621052,116.0,23.0,2.0,3.0,0,1998
4500000,0.313032,142.0,23.0,2.0,3.0,0,1954
1688000,5.076649,133.0,23.0,2.0,3.0,0,1939
44000000,6.273131,99.0,23.0,2.0,3.0,0,2010
36000000,8.970494,105.0,23.0,2.0,3.0,0,2015
10000000,8.278525,101.0,23.0,2.0,3.0,0,2004
27000000,11.953822,98.0,23.0,2.0,3.0,0,2016
5800000,4.412564,133.0,23.0,2.0,3.0,0,1964
3500000,0.524653,95.0,23.0,2.0,3.0,0,2014
20000000,6.916201,105.0,23.0,2.0,3.0,0,2006
80000000,15.001681,126.0,23.0,2.0,3.0,0,1992
7000000,5.799861,95.0,23.0,2.0,3.0,0,2013
70000000,12.687521,87.0,23.0,2.0,3.0,0,2016
40000000,10.829432,109.0,23.0,2.0,3.0,0,2009
6500000,9.785147,112.0,23.0,2.0,3.0,0,2004
20000000,2.651408,114.0,23.0,2.0,3.0,0,1998
65000000,12.954444,113.0,23.0,2.0,3.0,0,1990
300000000,31.363664,169.0,23.0,2.0,3.0,0,2007
2200000,6.127903,99.0,23.0,2.0,3.0,0,1970
20000000,8.772263,95.0,23.0,2.0,3.0,0,2012
8272296,10.000915,101.0,23.0,2.0,3.0,0,1999
15000000,7.050403,116.0,23.0,2.0,3.0,0,2006
38000000,7.824962,114.0,23.0,2.0,3.0,0,2010
8000000,10.428421,90.0,23.0,2.0,3.0,0,2015
40000000,9.389354,109.0,23.0,2.0,3.0,0,2014
8700000,11.643026,100.0,23.0,2.0,3.0,0,2006
3000000,6.070216,123.0,23.0,2.0,3.0,0,2009
7000000,5.633243,110.0,23.0,2.0,3.0,0,2010
5000000,3.334353,110.0,23.0,2.0,3.0,0,2008
15000000,7.729445,183.0,23.0,2.0,3.0,0,1978
10000000,7.064982,95.0,23.0,2.0,3.0,0,1999
2000000,6.857318,118.0,23.0,2.0,3.0,0,1947
200000,0.917777,105.0,23.0,2.0,3.0,0,2016
85000000,1.498902,107.0,23.0,2.0,3.0,0,2009
12000000,11.283472,123.0,23.0,2.0,3.0,0,2002
2160000,0.230534,119.0,23.0,2.0,3.0,0,1945
15000000,13.389735,98.0,23.0,2.0,3.0,0,2008
21000000,3.030309,115.0,23.0,2.0,3.0,0,1995
30000000,14.313079,107.0,23.0,2.0,3.0,0,2010
9000000,1.818296,130.0,23.0,2.0,3.0,0,2010
12000000,16.243093,120.0,23.0,2.0,3.0,0,1984
1000000,0.04586,124.0,23.0,2.0,3.0,0,1993
23000000,1.914881,104.0,23.0,2.0,3.0,0,1990
19500000,5.326716,172.0,23.0,2.0,3.0,0,2013
2000000,12.805294,108.0,23.0,2.0,3.0,0,2010
12000000,13.300519,131.0,23.0,2.0,3.0,0,1967
40000000,9.649303,157.0,23.0,2.0,3.0,0,2012
19000000,9.801967,113.0,23.0,2.0,3.0,0,1989
15000000,9.020372,124.0,23.0,2.0,3.0,0,2005
25000000,13.083718,108.0,23.0,2.0,3.0,0,2004
20000000,7.120403,105.0,23.0,2.0,3.0,0,2010
33000000,7.781293,100.0,23.0,2.0,3.0,0,2002
15000000,8.735448,126.0,23.0,2.0,3.0,0,2007
19000000,13.088552,90.0,23.0,2.0,3.0,0,2005
11000000,7.250134,106.0,23.0,2.0,3.0,0,2008
7000000,6.01272,114.0,23.0,2.0,3.0,0,2005
90000000,8.184815,96.0,23.0,2.0,3.0,0,1995
3800000,2.894924,84.0,23.0,2.0,3.0,0,2009
56000000,12.136158,109.0,23.0,2.0,3.0,0,2013
15000000,5.952494,107.0,23.0,2.0,3.0,0,1988
500000,0.370114,157.0,23.0,2.0,3.0,0,1995
70000000,9.963079,127.0,23.0,2.0,3.0,0,2000
20000000,5.970067,128.0,23.0,2.0,3.0,0,2007
30000000,10.25103,108.0,23.0,2.0,3.0,0,2001
500000,8.212399,110.0,23.0,2.0,3.0,0,1973
4500000,5.69684,117.0,23.0,2.0,3.0,0,2004
1700000,6.115299,77.0,23.0,2.0,3.0,0,2009
8000000,6.230854,124.0,23.0,2.0,3.0,0,1992
60000000,15.037993,99.0,23.0,2.0,3.0,0,2016
10000000,11.119593,111.0,23.0,2.0,3.0,0,2007
8000000,7.321152,66.0,23.0,2.0,3.0,0,2016
100000000,8.903754,95.0,23.0,2.0,3.0,0,2002
10000000,6.063809,100.0,23.0,2.0,3.0,0,2007
17000000,5.498819,98.0,23.0,2.0,3.0,0,2011
6000000,11.461437,90.0,23.0,2.0,3.0,0,1985
22000000,9.409701,115.0,23.0,2.0,3.0,0,2006
75000000,7.762917,104.0,23.0,2.0,3.0,0,2011
18000000,1.377993,151.0,23.0,2.0,3.0,0,2015
12823507,2.981184,110.0,23.0,2.0,3.0,0,2016
23000000,3.612089,76.0,23.0,2.0,3.0,0,1994
24000000,16.195894,91.0,23.0,2.0,3.0,0,2003
16000000,2.890462,97.0,23.0,2.0,3.0,0,1997
18000000,88.439243,110.0,23.0,2.0,3.0,0,2017
400000,0.038876,80.0,23.0,2.0,3.0,0,2008
90000000,8.684892,114.0,23.0,2.0,3.0,0,2013
85000000,8.326699,88.0,23.0,2.0,3.0,0,2008
60000000,13.155901,103.0,23.0,2.0,3.0,0,1998
2380000,2.514638,101.0,23.0,2.0,3.0,0,2006
12000000,15.698433,151.0,23.0,2.0,3.0,0,1973
48000000,10.639244,143.0,23.0,2.0,3.0,0,1991
35000000,6.90658,87.0,23.0,2.0,3.0,0,2015
7000000,3.132019,100.0,23.0,2.0,3.0,0,1983
1227401,8.319631,100.0,23.0,2.0,3.0,0,1991
2200000,17.112594,136.0,23.0,2.0,3.0,0,1971
12156348,5.662109,98.0,23.0,2.0,3.0,0,2016
30000000,10.901355,99.0,23.0,2.0,3.0,0,2008
13000000,7.421245,105.0,23.0,2.0,3.0,0,2011
5500000,6.149295,120.0,23.0,2.0,3.0,0,2014
24000000,11.666172,91.0,23.0,2.0,3.0,0,1988
24000000,11.184385,137.0,23.0,2.0,3.0,0,1991
24000000,8.407519,146.0,23.0,2.0,3.0,0,1969
1500000,7.081404,104.0,23.0,2.0,3.0,0,2013
20000000,2.582818,105.0,23.0,2.0,3.0,0,2006
1805000,12.90707,98.0,23.0,2.0,3.0,0,1953
195000000,4.503505,154.0,23.0,2.0,3.0,0,2011
75000000,6.303466,110.0,23.0,2.0,3.0,0,2011
79000000,9.645543,154.0,23.0,2.0,3.0,0,2003
58000000,187.860492,108.0,23.0,2.0,3.0,0,2016
15000000,10.627364,92.0,23.0,2.0,3.0,0,1988
45000000,8.279285,101.0,23.0,2.0,3.0,0,2012
6200000,1.077252,113.0,23.0,2.0,3.0,0,2010
6400000,12.203066,99.0,23.0,2.0,3.0,0,2011
9500000,10.359669,117.0,23.0,2.0,3.0,0,1967
10000000,8.406056,100.0,23.0,2.0,3.0,0,2008
63000000,63.869599,139.0,23.0,2.0,3.0,0,1999
3000000,2.395067,91.0,23.0,2.0,3.0,0,1960
30000000,12.09096,110.0,23.0,2.0,3.0,0,1996
14000000,6.081401,99.0,23.0,2.0,3.0,0,1998
500000,1.640271,90.0,23.0,2.0,3.0,0,2008
350000,1.553107,96.0,23.0,2.0,3.0,0,1985
60000000,5.460942,140.0,23.0,2.0,3.0,0,2006
10000000,10.770928,178.0,23.0,2.0,3.0,0,1962
25000000,16.816834,127.0,23.0,2.0,3.0,0,2016
8000000,12.137595,122.0,23.0,2.0,3.0,0,1973
23000000,7.06088,93.0,23.0,2.0,3.0,0,2006
28000000,15.802306,118.0,23.0,2.0,3.0,0,1984
7000000,6.657792,123.0,23.0,2.0,3.0,0,1974
8376800,12.237488,213.0,23.0,2.0,3.0,0,2008
12000000,3.223039,97.0,23.0,2.0,3.0,0,2004
20000000,18.157166,119.0,23.0,2.0,3.0,0,1998
65000000,9.782014,100.0,23.0,2.0,3.0,0,1991
225000000,18.538834,143.0,23.0,2.0,3.0,0,2013
15000000,6.557426,92.0,23.0,2.0,3.0,0,2001
45000000,6.287245,113.0,23.0,2.0,3.0,0,1996
50000000,9.092925,89.0,23.0,2.0,3.0,0,2014
70000000,7.739633,134.0,23.0,2.0,3.0,0,2006
150000000,7.739904,99.0,23.0,2.0,3.0,0,2012
40000000,8.142089,123.0,23.0,2.0,3.0,0,2009
12000000,11.213913,123.0,23.0,2.0,3.0,0,2013
2500000,12.525758,89.0,23.0,2.0,3.0,0,2010
60000000,7.667874,101.0,23.0,2.0,3.0,0,2007
2300000,1.970054,155.0,23.0,2.0,3.0,0,2008
25000000,7.857078,119.0,23.0,2.0,3.0,0,2007
13000000,1.296862,91.0,23.0,2.0,3.0,0,1996
4000000,10.936827,104.0,23.0,2.0,3.0,0,2002
8000000,5.000657,129.0,23.0,2.0,3.0,0,2010
90000000,12.980624,94.0,23.0,2.0,3.0,0,2009
30000000,6.793972,109.0,23.0,2.0,3.0,0,2009
7500000,0.494047,155.0,23.0,2.0,3.0,0,2010
5500000,10.517835,130.0,23.0,2.0,3.0,0,1965
5000000,4.281103,129.0,23.0,2.0,3.0,0,2002
35000000,9.576745,88.0,23.0,2.0,3.0,0,2001
60000000,15.904834,133.0,23.0,2.0,3.0,0,2010
80000000,8.772188,117.0,23.0,2.0,3.0,0,1996
18000000,6.108646,111.0,23.0,2.0,3.0,0,2013
60000000,6.710215,109.0,23.0,2.0,3.0,0,1994
60000000,10.776138,101.0,23.0,2.0,3.0,0,2004
47000000,5.507082,125.0,23.0,2.0,3.0,0,1990
37000000,13.081203,125.0,23.0,2.0,3.0,0,2010
