budget,popularity,runtime,size_of_cast,number_of_spoken_languages,num_production_companies,genre_Count,release_year
2500000,5.46567,102.0,23.0,2.0,3.0,0,2012
4000000,14.171675,111.0,23.0,2.0,3.0,0,2016
16000000,5.857368,91.0,23.0,2.0,3.0,0,1991
32000000,7.177649,129.0,23.0,2.0,3.0,0,2000
20000000,6.312206,90.0,23.0,2.0,3.0,0,2009
60000000,11.970205,123.0,23.0,2.0,3.0,0,1994
65000000,5.627787,93.0,23.0,2.0,3.0,0,2012
3400000,0.40319,112.0,23.0,2.0,3.0,0,1985
2500000,11.898793,99.0,23.0,2.0,3.0,0,2015
3000000,12.416635,100.0,23.0,2.0,3.0,0,1971
35000000,13.492845,108.0,23.0,2.0,3.0,0,1995
55000000,6.709803,134.0,23.0,2.0,3.0,0,1996
4000000,7.959965,103.0,23.0,2.0,3.0,0,2009
500000,0.493342,157.0,23.0,2.0,3.0,0,1999
60000000,7.493615,105.0,23.0,2.0,3.0,0,1999
15000000,5.951492,90.0,23.0,2.0,3.0,0,2002
17000000,2.972529,154.0,23.0,2.0,3.0,0,1963
40000000,14.767317,134.0,23.0,2.0,3.0,0,2016
4300000,3.699552,149.0,23.0,2.0,3.0,0,2016
120000000,18.911961,130.0,23.0,2.0,3.0,0,2000
6400000,9.57874,107.0,23.0,2.0,3.0,0,1986
50000000,5.852263,110.0,23.0,2.0,3.0,0,2002
27000000,11.15092,110.0,23.0,2.0,3.0,0,2006
3000000,4.947043,95.0,23.0,2.0,3.0,0,1984
50000000,8.176147,98.0,23.0,2.0,3.0,0,2009
68000000,34.047399,124.0,23.0,2.0,3.0,0,2010
16000000,15.133316,91.0,23.0,2.0,3.0,0,1988
4500000,4.31583,116.0,23.0,2.0,3.0,0,1956
7500000,11.791591,96.0,23.0,2.0,3.0,0,2007
60000000,12.149946,120.0,23.0,2.0,3.0,0,2001
35000000,13.349518,106.0,23.0,2.0,3.0,0,2000
1821052,11.046411,111.0,23.0,2.0,3.0,0,1951
37000000,6.695229,113.0,23.0,2.0,3.0,0,2011
15000000,7.665431,89.0,23.0,2.0,3.0,0,2004
58000000,0.393865,119.0,23.0,2.0,3.0,0,2013
50000000,19.638605,106.0,23.0,2.0,3.0,0,2012
14000000,2.308846,104.0,23.0,2.0,3.0,0,2005
100000000,11.913405,102.0,23.0,2.0,3.0,0,2013
25000000,11.556484,129.0,23.0,2.0,3.0,0,2005
1900000,0.653271,102.0,23.0,2.0,3.0,0,2000
18000000,12.682927,112.0,23.0,2.0,3.0,0,2016
22000000,11.654349,181.0,23.0,2.0,3.0,0,1990
19000000,8.132811,97.0,23.0,2.0,3.0,0,2011
37000000,8.451297,105.0,23.0,2.0,3.0,0,2015
18000000,7.471655,103.0,23.0,2.0,3.0,0,1986
25000000,6.497591,115.0,23.0,2.0,3.0,0,1996
85000000,10.175503,108.0,23.0,2.0,3.0,0,2002
2500000,3.084426,110.0,23.0,2.0,3.0,0,1979
28000000,7.058599,98.0,23.0,2.0,3.0,0,2001
175000000,12.319595,93.0,23.0,2.0,3.0,0,2015
500000,8.398158,93.0,23.0,2.0,3.0,0,2002
132000000,22.201607,92.0,23.0,2.0,3.0,0,2014
30000000,8.205448,90.0,23.0,2.0,3.0,0,1995
24000000,6.253084,93.0,23.0,2.0,3.0,0,2009
70000000,9.353499,115.0,23.0,2.0,3.0,0,1998
6400000,7.950488,144.0,23.0,2.0,3.0,0,2012
30000000,9.591425,133.0,23.0,2.0,3.0,0,2010
43000000,13.802674,97.0,23.0,2.0,3.0,0,2005
125000000,14.924487,139.0,23.0,2.0,3.0,0,2014
120000000,7.134168,135.0,23.0,2.0,3.0,0,2008
1202007,6.360746,103.0,23.0,2.0,3.0,0,1945
23600000,11.063029,88.0,23.0,2.0,3.0,0,2009
22000000,28.176992,91.0,23.0,2.0,3.0,0,2017
6400000,7.506958,86.0,23.0,2.0,3.0,0,1995
135000,0.588872,94.0,23.0,2.0,3.0,0,2010
1200000,1.472463,114.0,23.0,2.0,3.0,0,2013
500000,5.85469,88.0,23.0,2.0,3.0,0,2003
2500000,6.357321,128.0,23.0,2.0,3.0,0,1987
35000000,12.201954,127.0,23.0,2.0,3.0,0,1997
3500000,0.884241,0.0,23.0,2.0,3.0,0,2010
30000000,12.199047,133.0,23.0,2.0,3.0,0,1994
25000000,5.282976,107.0,23.0,2.0,3.0,0,2010
3500000,14.56965,91.0,23.0,2.0,3.0,0,1995
12500000,6.82647,101.0,23.0,2.0,3.0,0,2011
2000000,7.659357,120.0,23.0,2.0,3.0,0,2005
4317946,12.452985,106.0,23.0,2.0,3.0,0,2011
8000000,6.712894,98.0,23.0,2.0,3.0,0,2010
1800000,0.474578,93.0,23.0,2.0,3.0,0,2013
25000000,13.018491,89.0,23.0,2.0,3.0,0,1998
18000000,7.536295,108.0,23.0,2.0,3.0,0,1981
55000000,17.618057,132.0,23.0,2.0,3.0,0,2014
6600000,8.151346,124.0,23.0,2.0,3.0,0,2014
32745300,17.958512,117.0,23.0,2.0,3.0,0,2017
97250400,9.671944,116.0,23.0,2.0,3.0,0,2008
90000000,13.116461,113.0,23.0,2.0,3.0,0,2008
950000,0.820911,76.0,23.0,2.0,3.0,0,1973
23000000,5.810716,134.0,23.0,2.0,3.0,0,1976
31000000,5.443097,122.0,23.0,2.0,3.0,0,1989
3600000,13.520764,84.0,23.0,2.0,3.0,0,1987
6000000,3.554491,96.0,23.0,2.0,3.0,0,1983
47000000,10.642824,99.0,23.0,2.0,3.0,0,2002
10000000,6.435926,91.0,23.0,2.0,3.0,0,1983
4000000,6.430591,164.0,23.0,2.0,3.0,0,2014
6000000,3.189566,131.0,23.0,2.0,3.0,0,1972
25000000,3.240624,128.0,23.0,2.0,3.0,0,1970
70000000,13.842333,110.0,23.0,2.0,3.0,0,2007
15000000,6.259433,133.0,23.0,2.0,3.0,0,1994
250000000,23.253089,169.0,23.0,2.0,3.0,0,2012
8000000,0.860734,124.0,23.0,2.0,3.0,0,2005
75000000,6.353996,89.0,23.0,2.0,3.0,0,2001
80000000,10.364794,140.0,23.0,2.0,3.0,0,2009
21500000,31.314013,98.0,23.0,2.0,3.0,0,2016
6900000,4.0315,162.0,23.0,2.0,3.0,0,2000
103000,5.194433,104.0,23.0,2.0,3.0,0,2012
35000000,11.418802,134.0,23.0,2.0,3.0,0,2012
3500000,5.899155,106.0,23.0,2.0,3.0,0,2010
50000000,14.327717,98.0,23.0,2.0,3.0,0,2003
45000000,14.547939,133.0,23.0,2.0,3.0,0,2016
18000000,6.197298,105.0,23.0,2.0,3.0,0,1984
150000000,11.379355,101.0,23.0,2.0,3.0,0,2007
30000000,6.418936,106.0,23.0,2.0,3.0,0,2001
80000000,11.054251,88.0,23.0,2.0,3.0,0,1996
13000000,1.386549,89.0,23.0,2.0,3.0,0,1992
4500000,12.449574,108.0,23.0,2.0,3.0,0,1996
30000000,18.502877,79.0,23.0,2.0,3.0,0,2009
4200000,7.42908,132.0,23.0,2.0,3.0,0,2006
25000000,6.753969,95.0,23.0,2.0,3.0,0,2002
200000000,14.477677,97.0,23.0,2.0,3.0,0,2016
7400000,2.37252,193.0,23.0,2.0,3.0,0,2006
35000000,7.219935,96.0,23.0,2.0,3.0,0,2007
25000000,13.06943,136.0,23.0,2.0,3.0,0,1998
6000000,5.598338,99.0,23.0,2.0,3.0,0,2008
11000000,1.812728,128.0,23.0,2.0,3.0,0,2015
12000000,11.516965,102.0,23.0,2.0,3.0,0,1988
165000000,14.27536,100.0,23.0,2.0,3.0,0,2004
37000000,4.209701,127.0,23.0,2.0,3.0,0,2015
1200000,6.486126,96.0,23.0,2.0,3.0,0,1998
2200000,6.632663,118.0,23.0,2.0,3.0,0,1971
250000,4.297654,62.0,23.0,2.0,3.0,0,2011
1500000,2.627643,90.0,23.0,2.0,3.0,0,2010
1500000,7.248676,80.0,23.0,2.0,3.0,0,1948
20000000,9.704289,89.0,23.0,2.0,3.0,0,2005
2000000,6.640704,95.0,23.0,2.0,3.0,0,2015
15000000,13.310556,108.0,23.0,2.0,3.0,0,2014
3000000,8.480501,107.0,23.0,2.0,3.0,0,1974
30000000,5.025475,125.0,23.0,2.0,3.0,0,2006
1350000,4.60786,105.0,23.0,2.0,3.0,0,1998
35000000,6.71898,105.0,23.0,2.0,3.0,0,2005
35000000,8.355977,112.0,23.0,2.0,3.0,0,1999
25000000,3.372523,93.0,23.0,2.0,3.0,0,1993
12000000,6.498789,102.0,23.0,2.0,3.0,0,2002
850000,1.094395,109.0,23.0,2.0,3.0,0,1982
13000000,8.736869,106.0,23.0,2.0,3.0,0,1998
90000000,12.978751,132.0,23.0,2.0,3.0,0,1998
70000000,15.57784,109.0,23.0,2.0,3.0,0,1997
20000000,2.321394,91.0,23.0,2.0,3.0,0,2011
80000000,7.634017,103.0,23.0,2.0,3.0,0,1999
5000000,2.06528,84.0,23.0,2.0,3.0,0,2006
13500000,5.387711,124.0,23.0,2.0,3.0,0,2000
475000,9.00314,110.0,23.0,2.0,3.0,0,2005
30000000,14.443599,113.0,23.0,2.0,3.0,0,2011
28000000,4.512767,119.0,23.0,2.0,3.0,0,1999
49000000,9.769047,87.0,23.0,2.0,3.0,0,2001
14000000,6.573364,88.0,23.0,2.0,3.0,0,1987
30000000,13.194168,127.0,23.0,2.0,3.0,0,2004
13000000,12.989056,108.0,23.0,2.0,3.0,0,2010
8500000,10.222143,92.0,23.0,2.0,3.0,0,2016
25000000,4.257516,93.0,23.0,2.0,3.0,0,1997
15000000,5.984133,101.0,23.0,2.0,3.0,0,1984
197471676,15.262706,137.0,23.0,2.0,3.0,0,2017
5000000,36.894806,104.0,23.0,2.0,3.0,0,2017
60000000,11.953553,105.0,23.0,2.0,3.0,0,2005
1000000,10.07817,82.0,23.0,2.0,3.0,0,2015
852510,9.990406,113.0,23.0,2.0,3.0,0,2007
700000,7.948581,103.0,23.0,2.0,3.0,0,2015
102000000,13.494246,172.0,23.0,2.0,3.0,0,2012
80000000,8.534176,106.0,23.0,2.0,3.0,0,2000
13000000,8.502529,94.0,23.0,2.0,3.0,0,2002
10000000,1.942945,98.0,23.0,2.0,3.0,0,1990
26000000,13.795875,100.0,23.0,2.0,3.0,0,2010
50000000,10.901496,112.0,23.0,2.0,3.0,0,2014
70000000,7.513067,111.0,23.0,2.0,3.0,0,2011
75000000,6.540621,100.0,23.0,2.0,3.0,0,2010
37000000,7.558125,96.0,23.0,2.0,3.0,0,2008
105000000,14.412644,129.0,23.0,2.0,3.0,0,1997
145000000,14.25843,133.0,23.0,2.0,3.0,0,2011
65000000,12.366641,103.0,23.0,2.0,3.0,0,2012
1455000,6.229674,113.0,23.0,2.0,3.0,0,1968
7000000,9.218164,97.0,23.0,2.0,3.0,0,2008
2000000,9.241748,125.0,23.0,2.0,3.0,0,1940
6500000,6.476534,108.0,23.0,2.0,3.0,0,1987
42000000,10.027434,113.0,23.0,2.0,3.0,0,2012
13000000,3.960622,94.0,23.0,2.0,3.0,0,1999
10000000,6.830599,108.0,23.0,2.0,3.0,0,1985
4000000,7.914795,132.0,23.0,2.0,3.0,0,1978
20000000,7.359522,97.0,23.0,2.0,3.0,0,2014
500000,0.071908,157.0,23.0,2.0,3.0,0,1996
38000000,17.02038,94.0,23.0,2.0,3.0,0,2015
40000000,10.479723,122.0,23.0,2.0,3.0,0,2000
32000000,11.204539,139.0,23.0,2.0,3.0,0,2011
41300000,12.061521,98.0,23.0,2.0,3.0,0,2000
4900000,11.494907,81.0,23.0,2.0,3.0,0,2016
55000000,13.280069,81.0,23.0,2.0,3.0,0,1995
30000000,7.694502,135.0,23.0,2.0,3.0,0,2005
12250000,6.561373,103.0,23.0,2.0,3.0,0,2014
5000000,11.298195,139.0,23.0,2.0,3.0,0,1992
25000000,13.121626,140.0,23.0,2.0,3.0,0,2011
463455,0.445526,84.0,23.0,2.0,3.0,0,1926
5000000,3.595599,95.0,23.0,2.0,3.0,0,1994
3000000,3.044499,115.0,23.0,2.0,3.0,0,1961
11500000,8.365761,103.0,23.0,2.0,3.0,0,1989
8000000,6.823445,100.0,23.0,2.0,3.0,0,1992
2000000,8.066663,104.0,23.0,2.0,3.0,0,1985
4500000,8.434884,150.0,23.0,2.0,3.0,0,2014
85000000,11.218378,113.0,23.0,2.0,3.0,0,1998
32000000,7.000421,107.0,23.0,2.0,3.0,0,2010
22000000,9.41834,95.0,23.0,2.0,3.0,0,2000
25000000,10.175138,113.0,23.0,2.0,3.0,0,1993
500000,5.329195,122.0,23.0,2.0,3.0,0,2008
5000000,8.679349,104.0,23.0,2.0,3.0,0,1985
2000000,2.921405,104.0,23.0,2.0,3.0,0,1980
5000000,3.138159,123.0,23.0,2.0,3.0,0,2016
35000000,8.437587,105.0,23.0,2.0,3.0,0,2009
10000000,1.701134,112.0,23.0,2.0,3.0,0,1981
30000000,5.364459,108.0,23.0,2.0,3.0,0,2006
10000000,6.396767,98.0,23.0,2.0,3.0,0,1999
8000000,0.863547,93.0,23.0,2.0,3.0,0,1989
38000000,6.100498,93.0,23.0,2.0,3.0,0,2007
100000000,5.502098,116.0,23.0,2.0,3.0,0,2007
12000000,2.828884,86.0,23.0,2.0,3.0,0,2001
60000000,9.488117,92.0,23.0,2.0,3.0,0,2002
17000000,1.542355,147.0,23.0,2.0,3.0,0,2013
16000000,9.356587,100.0,23.0,2.0,3.0,0,1999
50000000,8.997507,127.0,23.0,2.0,3.0,0,1982
3000000,3.891243,94.0,23.0,2.0,3.0,0,1981
43000000,8.889064,84.0,23.0,2.0,3.0,0,2002
12000000,5.409557,111.0,23.0,2.0,3.0,0,1987
100000000,11.51021,125.0,23.0,2.0,3.0,0,2016
8045760,10.357224,95.0,23.0,2.0,3.0,0,1989
10500000,0.377787,99.0,23.0,2.0,3.0,0,1994
500000,12.428269,90.0,23.0,2.0,3.0,0,2004
32000000,3.406836,75.0,23.0,2.0,3.0,0,1997
15000000,13.634766,110.0,23.0,2.0,3.0,0,2009
45000000,5.037224,134.0,23.0,2.0,3.0,0,2005
500000,15.014569,95.0,23.0,2.0,3.0,0,2011
125000000,13.392824,97.0,23.0,2.0,3.0,0,2017
7000000,7.436758,121.0,23.0,2.0,3.0,0,1993
19000000,12.446738,88.0,23.0,2.0,3.0,0,2000
5000000,0.399156,90.0,23.0,2.0,3.0,0,1991
40000000,4.182641,124.0,23.0,2.0,3.0,0,1996
40000000,10.24382,104.0,23.0,2.0,3.0,0,2011
18000000,3.602031,77.0,23.0,2.0,3.0,0,1991
245000000,24.926577,148.0,23.0,2.0,3.0,0,2015
120000000,10.901602,95.0,23.0,2.0,3.0,0,2001
92000000,22.220214,115.0,23.0,2.0,3.0,0,2004
90000000,13.809622,132.0,23.0,2.0,3.0,0,2016
3800000,9.239882,121.0,23.0,2.0,3.0,0,2007
20000000,8.636632,99.0,23.0,2.0,3.0,0,2004
50000000,10.738888,105.0,23.0,2.0,3.0,0,2003
22000000,11.698089,108.0,23.0,2.0,3.0,0,2009
40000000,12.725343,96.0,23.0,2.0,3.0,0,1996
63000000,11.624866,102.0,23.0,2.0,3.0,0,1988
3000000,10.616859,120.0,23.0,2.0,3.0,0,2003
3000000,15.170192,100.0,23.0,2.0,3.0,0,1987
12000000,8.783454,121.0,23.0,2.0,3.0,0,1998
40000000,4.985157,128.0,23.0,2.0,3.0,0,1994
25000000,14.686487,114.0,23.0,2.0,3.0,0,2002
784170,0.578456,80.0,23.0,2.0,3.0,0,1948
12000000,2.977779,115.0,23.0,2.0,3.0,0,2009
1089360,0.663231,115.0,23.0,2.0,3.0,0,2009
50000000,3.998494,113.0,23.0,2.0,3.0,0,1996
40000000,4.260945,104.0,23.0,2.0,3.0,0,2001
1556288,0.195677,128.0,23.0,2.0,3.0,0,2014
25000000,8.9256,121.0,23.0,2.0,3.0,0,2000
20000000,16.626655,90.0,23.0,2.0,3.0,0,2010
225000,0.466236,86.0,23.0,2.0,3.0,0,2012
10000000,13.751992,98.0,23.0,2.0,3.0,0,2009
280000000,37.37942,141.0,23.0,2.0,3.0,0,2015
50000000,17.608346,137.0,23.0,2.0,3.0,0,2015
70000000,9.019114,116.0,23.0,2.0,3.0,0,1998
15000000,15.899134,95.0,23.0,2.0,3.0,0,1995
20000000,14.810519,107.0,23.0,2.0,3.0,0,1995
45000000,8.079541,100.0,23.0,2.0,3.0,0,1996
82000000,7.349843,113.0,23.0,2.0,3.0,0,2005
25000000,5.918816,94.0,23.0,2.0,3.0,0,2004
35000000,5.23158,106.0,23.0,2.0,3.0,0,1995
48000000,7.349812,123.0,23.0,2.0,3.0,0,1998
36000000,8.867562,116.0,23.0,2.0,3.0,0,2002
11000000,8.800455,140.0,23.0,2.0,3.0,0,1981
80000000,14.39853,118.0,23.0,2.0,3.0,0,2010
40000000,7.196688,96.0,23.0,2.0,3.0,0,2007
4000000,3.856827,84.0,23.0,2.0,3.0,0,2006
115000000,7.455875,134.0,23.0,2.0,3.0,0,2002
68000000,42.061481,115.0,23.0,2.0,3.0,0,2015
8500000,8.592449,100.0,23.0,2.0,3.0,0,2015
10000000,1.551648,125.0,23.0,2.0,3.0,0,2003
14734000,2.156145,139.0,23.0,2.0,3.0,0,2010
4000000,5.317544,124.0,23.0,2.0,3.0,0,1961
70000000,9.819864,133.0,23.0,2.0,3.0,0,2010
100000000,29.741452,161.0,23.0,2.0,3.0,0,2002
220000,9.972591,81.0,23.0,2.0,3.0,0,1992
8000000,11.521011,79.0,23.0,2.0,3.0,0,1991
35000000,8.061423,100.0,23.0,2.0,3.0,0,2005
5300000,3.003526,168.0,23.0,2.0,3.0,0,2006
6000000,12.724645,103.0,23.0,2.0,3.0,0,1986
35000000,8.910462,89.0,23.0,2.0,3.0,0,1994
11500000,8.719145,108.0,23.0,2.0,3.0,0,2008
2200000,6.313465,121.0,23.0,2.0,3.0,0,2014
11930000,7.95686,118.0,23.0,2.0,3.0,0,2015
25000000,9.218002,130.0,23.0,2.0,3.0,0,2013
150000,9.203416,78.0,23.0,2.0,3.0,0,2002
500000,0.45621,157.0,23.0,2.0,3.0,0,2002
1250000,8.710824,87.0,23.0,2.0,3.0,0,1981
20000000,7.423812,120.0,23.0,2.0,3.0,0,2007
18000000,10.151366,103.0,23.0,2.0,3.0,0,1984
1500000,4.877872,91.0,23.0,2.0,3.0,0,1995
19500000,4.683689,150.0,23.0,2.0,3.0,0,2015
8000000,6.603748,111.0,23.0,2.0,3.0,0,2008
18000000,1.975174,94.0,23.0,2.0,3.0,0,1984
15000000,7.904371,103.0,23.0,2.0,3.0,0,2006
80000000,8.524847,128.0,23.0,2.0,3.0,0,2003
14000000,8.204894,103.0,23.0,2.0,3.0,0,2010
12500000,1.830829,118.0,23.0,2.0,3.0,0,2010
16800000,6.626077,97.0,23.0,2.0,3.0,0,2014
10500000,36.26051,93.0,23.0,2.0,3.0,0,2017
95000000,11.348096,136.0,23.0,2.0,3.0,0,1998
38000000,6.938921,95.0,23.0,2.0,3.0,0,1990
10000000,3.867472,96.0,23.0,2.0,3.0,0,2005
60000000,14.336187,130.0,23.0,2.0,3.0,0,2013
39000000,1.381022,106.0,23.0,2.0,3.0,0,2004
75000000,12.949715,91.0,23.0,2.0,3.0,0,2005
40000000,6.447072,134.0,23.0,2.0,3.0,0,2014
15000000,2.587727,130.0,23.0,2.0,3.0,0,2008
40000000,9.802889,108.0,23.0,2.0,3.0,0,1985
49300000,7.566053,137.0,23.0,2.0,3.0,0,2013
5400000,2.39989,130.0,23.0,2.0,3.0,0,2013
120000000,18.907948,117.0,23.0,2.0,3.0,0,2006
3062000,2.07741,143.0,23.0,2.0,3.0,0,2011
22000000,12.383755,191.0,23.0,2.0,3.0,0,1982
47000000,7.586577,96.0,23.0,2.0,3.0,0,1996
2000000,0.121844,107.0,23.0,2.0,3.0,0,2010
24000000,4.347609,124.0,23.0,2.0,3.0,0,1999
410000,0.769053,101.0,23.0,2.0,3.0,0,1972
5579750,2.208906,0.0,23.0,2.0,3.0,0,2012
130000000,12.854373,124.0,23.0,2.0,3.0,0,2007
100000,1.731527,120.0,23.0,2.0,3.0,0,2010
8000000,3.034823,107.0,23.0,2.0,3.0,0,2006
13000000,13.655752,102.0,23.0,2.0,3.0,0,2014
60000000,13.995044,110.0,23.0,2.0,3.0,0,2003
12500000,10.944654,120.0,23.0,2.0,3.0,0,2002
5200000,4.230046,118.0,23.0,2.0,3.0,0,2007
3512454,0.110065,95.0,23.0,2.0,3.0,0,2013
1500000,6.407207,93.0,23.0,2.0,3.0,0,2009
38000000,4.990506,118.0,23.0,2.0,3.0,0,1996
18000000,12.677592,160.0,23.0,2.0,3.0,0,1984
3000000,12.325947,95.0,23.0,2.0,3.0,0,1970
150000000,9.920223,131.0,23.0,2.0,3.0,0,2013
40000000,13.707888,141.0,23.0,2.0,3.0,0,2015
30000000,9.863584,104.0,23.0,2.0,3.0,0,2008
23000000,10.337689,97.0,23.0,2.0,3.0,0,2001
2000000,8.999948,124.0,23.0,2.0,3.0,0,1954
25000000,24.535733,102.0,23.0,2.0,3.0,0,2017
35000000,10.169411,103.0,23.0,2.0,3.0,0,2011
2700000,7.525382,109.0,23.0,2.0,3.0,0,1978
68000000,14.741992,124.0,23.0,2.0,3.0,0,2001
57000000,10.076223,105.0,23.0,2.0,3.0,0,2001
45000000,11.075674,117.0,23.0,2.0,3.0,0,1992
127500000,9.998415,82.0,23.0,2.0,3.0,0,2000
200000,0.560685,100.0,23.0,2.0,3.0,0,2012
75000000,9.883727,137.0,23.0,2.0,3.0,0,1991
16000000,16.770196,100.0,23.0,2.0,3.0,0,2007
4000000,19.348466,93.0,23.0,2.0,3.0,0,1996
8000000,2.93818,106.0,23.0,2.0,3.0,0,1997
21000000,10.234919,105.0,23.0,2.0,3.0,0,1993
26000000,14.362544,89.0,23.0,2.0,3.0,0,1994
29000000,10.829116,110.0,23.0,2.0,3.0,0,2016
1365000,5.120036,110.0,23.0,2.0,3.0,0,1939
80000000,13.02369,114.0,23.0,2.0,3.0,0,2004
2800000,2.486073,135.0,23.0,2.0,3.0,0,1994
40000000,9.48515,105.0,23.0,2.0,3.0,0,2016
87000000,2.48875,131.0,23.0,2.0,3.0,0,2001
25000000,8.405395,122.0,23.0,2.0,3.0,0,2009
5000000,1.628629,107.0,23.0,2.0,3.0,0,2016
8500000,9.292099,106.0,23.0,2.0,3.0,0,1986
5000000,6.188286,95.0,23.0,2.0,3.0,0,2012
140000000,12.996474,133.0,23.0,2.0,3.0,0,2002
32000000,11.428941,98.0,23.0,2.0,3.0,0,2004
16000000,15.15267,98.0,23.0,2.0,3.0,0,1987
75000000,7.515631,94.0,23.0,2.0,3.0,0,2000
12000000,11.354247,182.0,23.0,2.0,3.0,0,1966
64000000,4.140398,133.0,23.0,2.0,3.0,0,1999
22000000,10.225555,94.0,23.0,2.0,3.0,0,2012
90000000,10.81552,93.0,23.0,2.0,3.0,0,2004
25000000,8.309565,118.0,23.0,2.0,3.0,0,2016
130000000,16.624854,124.0,23.0,2.0,3.0,0,2012
9500000,7.778097,104.0,23.0,2.0,3.0,0,2010
30000000,5.781667,106.0,23.0,2.0,3.0,0,2002
12000000,1.675406,108.0,23.0,2.0,3.0,0,2012
38000000,13.217623,79.0,23.0,2.0,3.0,0,1996
31500000,13.5963,153.0,23.0,2.0,3.0,0,1979
1000000,3.315827,128.0,23.0,2.0,3.0,0,1963
483103,0.205671,80.0,23.0,2.0,3.0,0,1927
35000000,13.912531,83.0,23.0,2.0,3.0,0,2016
3000000,2.753674,96.0,23.0,2.0,3.0,0,1999
30000000,14.015739,97.0,23.0,2.0,3.0,0,2003
13000000,10.564701,102.0,23.0,2.0,3.0,0,2015
25000000,10.542026,112.0,23.0,2.0,3.0,0,2015
8500000,6.03633,119.0,23.0,2.0,3.0,0,2000
60000000,10.411608,103.0,23.0,2.0,3.0,0,2004
17000000,12.50422,133.0,23.0,2.0,3.0,0,2009
60000000,7.337906,103.0,23.0,2.0,3.0,0,1995
15000000,0.900864,85.0,23.0,2.0,3.0,0,2007
2300000,3.959411,145.0,23.0,2.0,3.0,0,2007
4600000,5.805666,117.0,23.0,2.0,3.0,0,2010
4000000,12.650546,94.0,23.0,2.0,3.0,0,1981
20000000,16.392712,132.0,23.0,2.0,3.0,0,2017
2500000,2.726061,99.0,23.0,2.0,3.0,0,1988
61000000,13.52408,157.0,23.0,2.0,3.0,0,2012
40000000,11.366417,96.0,23.0,2.0,3.0,0,1997
2000000,9.333533,134.0,23.0,2.0,3.0,0,1961
25000000,6.514132,95.0,23.0,2.0,3.0,0,2005
19800000,14.101101,137.0,23.0,2.0,3.0,0,2001
25000000,9.805017,129.0,23.0,2.0,3.0,0,1992
20000000,4.414928,110.0,23.0,2.0,3.0,0,1990
20000000,5.871243,96.0,23.0,2.0,3.0,0,2005
45000000,11.618472,86.0,23.0,2.0,3.0,0,2009
16000000,4.372616,96.0,23.0,2.0,3.0,0,2000
53000000,5.3962,102.0,23.0,2.0,3.0,0,2001
35000000,6.629999,106.0,23.0,2.0,3.0,0,2010
300000,0.350207,144.0,23.0,2.0,3.0,0,2016
500000,4.893812,85.0,23.0,2.0,3.0,0,2012
35000000,5.660835,108.0,23.0,2.0,3.0,0,1997
80000000,13.334952,117.0,23.0,2.0,3.0,0,2003
37665000,5.388535,113.0,23.0,2.0,3.0,0,2006
20000000,12.553403,84.0,23.0,2.0,3.0,0,2004
13000000,4.794088,112.0,23.0,2.0,3.0,0,2001
1135654,3.878515,149.0,23.0,2.0,3.0,0,1924
60000000,14.092373,128.0,23.0,2.0,3.0,0,2004
65000000,14.482345,120.0,23.0,2.0,3.0,0,1996
42000000,15.725542,90.0,23.0,2.0,3.0,0,2004
35000000,10.512109,106.0,23.0,2.0,3.0,0,2011
